timestamp,Unnamed: 0,lp
,2023-07-18 11:01:05.545361,610.25
,2023-07-18 11:01:07.429191,610.4
,2023-07-18 11:01:08.425574,610.45
,2023-07-18 11:01:08.686413,610.5
,2023-07-18 11:01:09.909864,610.3
,2023-07-18 11:01:10.675386,610.4
,2023-07-18 11:01:12.429638,610.5
,2023-07-18 11:01:12.502599,610.6
,2023-07-18 11:01:13.427231,610.5
,2023-07-18 11:01:14.430608,610.7
,2023-07-18 11:01:14.700439,610.6
,2023-07-18 11:01:05.545361,610.25
,2023-07-18 11:01:07.429191,610.4
,2023-07-18 11:01:08.425574,610.45
,2023-07-18 11:01:08.686413,610.5
,2023-07-18 11:01:09.909864,610.3
,2023-07-18 11:01:10.675386,610.4
,2023-07-18 11:01:12.429638,610.5
,2023-07-18 11:01:12.502599,610.6
,2023-07-18 11:01:13.427231,610.5
,2023-07-18 11:01:14.430608,610.7
,2023-07-18 11:01:14.700439,610.6
,2023-07-18 11:01:15.428988,610.7
,2023-07-18 11:01:15.695012,610.5
,2023-07-18 11:01:16.429511,610.7
,2023-07-18 11:01:18.431854,610.6
,2023-07-18 11:01:19.098857,610.65
,2023-07-18 11:01:19.440520,610.85
,2023-07-18 11:01:21.434355,610.7
,2023-07-18 11:01:21.499317,610.85
,2023-07-18 11:01:22.706302,610.55
,2023-07-18 11:01:23.448809,610.6
,2023-07-18 11:01:23.908017,610.55
,2023-07-18 11:01:24.909762,610.6
,2023-07-18 11:01:26.108854,610.75
,2023-07-18 11:01:26.308528,610.7
,2023-07-18 11:01:27.427834,610.85
,2023-07-18 11:01:27.523775,610.6
,2023-07-18 11:01:28.435210,610.55
,2023-07-18 11:01:29.708418,610.6
,2023-07-18 11:01:33.113819,610.55
,2023-07-18 11:01:33.432489,610.6
,2023-07-18 11:01:34.321264,610.55
,2023-07-18 11:01:35.446543,610.6
,2023-07-18 11:01:37.433967,610.65
,2023-07-18 11:01:38.433877,610.55
,2023-07-18 11:01:38.924502,610.6
,2023-07-18 11:01:39.440690,610.55
,2023-07-18 11:01:39.927965,610.65
,2023-07-18 11:01:41.128702,610.55
,2023-07-18 11:01:41.326802,610.6
,2023-07-18 11:01:42.431528,610.65
,2023-07-18 11:01:45.435233,610.6
,2023-07-18 11:01:46.449023,610.55
,2023-07-18 11:01:47.732079,610.5
,2023-07-18 11:01:48.935545,610.55
,2023-07-18 11:01:48.935545,610.55
,2023-07-18 11:01:52.141219,610.5
,2023-07-18 11:01:53.436878,610.55
,2023-07-18 11:01:54.443165,610.5
,2023-07-18 11:01:54.741104,610.6
,2023-07-18 11:01:55.438813,610.5
,2023-07-18 11:01:56.436274,610.6
,2023-07-18 11:01:58.347485,610.55
,2023-07-18 11:01:59.437247,610.65
,2023-07-18 11:02:00.547412,610.55
,2023-07-18 11:02:03.446866,610.65
,2023-07-18 11:02:04.460368,610.55
,2023-07-18 11:02:04.954953,610.65
,2023-07-18 11:02:06.159876,610.55
,2023-07-18 11:02:08.441656,610.6
,2023-07-18 11:02:08.558584,610.65
